timestamp,employer,job_title,year_employer,year_exp,base_pay,signing_bonus,annaul_bonus,annual_stock,sex
"3/21/2016 13:22:20","Iceland","Sales Assistant",0,0,8000,0,0,0,"Male"
"3/21/2016 13:22:28","","Senior Software Developer",15,15,112000,0,10000,0,"Male"
"3/21/2016 13:22:33","Grubhub","Senior software engineer",2,7,128000,0,0,5000,"Male"
"3/21/2016 13:22:39","Software","Senior Developer",3,5,90000,0,7500,0,"Female"
"3/21/2016 13:22:44","","Software Engineer",8,8,110,0,20,0,"Male"
"3/21/2016 13:22:50","","Software Engineer",1,3,70000,0,1300,0,"Male"
"3/21/2016 13:23:04","Intel","Computer Hardware Engineer",15,15,72000,0,0,0,"Male"
"3/21/2016 13:23:06","Google","Senior Software Engineer",5,15,178000,15000,50000,100000,"Male"
"3/21/2016 13:23:08","","Data Scientist",4,4,85000,0,5000,0,"Male"
"3/21/2016 13:23:13","Vertafore","Software Engineer in Devops I",1,1,50000,0,0,0,"Male"
"3/21/2016 13:26:51","Amazon","UX Designer II",1,1,120000,0,0,0,"Male"
"3/21/2016 13:23:24","Caesartenders","Software engineer",2,7,62000,0,0,0,"Male"
"3/21/2016 13:23:26","Small ~15 startup","Senior software Engineer",2,8,90000,0,0,0,"Male"
"3/21/2016 13:23:31","","Developer",4,8,148000,0,2000,0,"Male"
"3/21/2016 13:23:37","Municipality","Software Developer",7,11,54100,0,3595,0,"Male"
"3/21/2016 13:23:39","","Software Engineer",3,4,110000,0,0,0,"Male"
"3/21/2016 13:23:40","","Android Developer",2,25,80000,0,0,0,"Male"
"3/21/2016 13:23:45","Microsoft","Software Engineer 2",35,4,115000,50000,15000,7500,"Male"
"3/21/2016 13:23:55","Startup","Lead engineer",0,7,78000,0,0,0,"Male"
"3/21/2016 13:23:56","Cap1","Data Engineer",0,0,80000,10000,5000,0,"Male"
"3/21/2016 13:23:58","","Director of Infrastructure",0,20,170000,7500,0,0,"Male"
"3/21/2016 13:24:00","","Director of Engineering",4,10,175000,0,15000,25000,"Male"
"3/21/2016 13:24:03","small web biz","Engineer",2,2,140,10,0,0,"Male"
"3/21/2016 13:24:09","","Software Engineer",1,7,100000,0,0,0,"Male"
"3/21/2016 13:24:12","Start Up","Software Engineer",1,13,65000,0,0,0,"Male"
"3/21/2016 13:24:12","Analyst Warehouse","Software developer",1,10,90000,0,0,0,"Male"
"3/21/2016 13:24:13","Self","Owner",5,12,80000,0,120000,0,"Male"
"3/21/2016 13:24:15","","Development Lead",1,12,110000,0,0,0,"Male"
"3/21/2016 13:24:23","","Int. Software Engineer",4,8,75000,0,3000,3000,"Male"
"3/21/2016 13:24:23","VMware","Sr. MTS",1,10,155000,25000,15000,0,"Male"
"3/21/2016 13:24:24","Amazon","SDEII",4,6,130000,0,0,150000,"Male"
"3/21/2016 13:24:28","","Web Developer",2,5,105000,0,0,0,"Male"
"3/21/2016 13:24:35","Fyber Gmbh","Senior Software Developer",4,9,65000,3000,0,0,"Male"
"3/21/2016 13:24:38","","dfdsfs",0,0,42342,0,0,0,""
"3/21/2016 13:24:40","Twilio","Senior Software Engineer",25,25,132000,5000,0,0,"Male"
"3/21/2016 13:24:41","","Sr. Director of Program Management",2,12,187468,0,0,0,"Male"
"3/21/2016 13:24:48","","Full Stack Developer",3,5,44500,0,0,0,"Male"
"3/21/2016 13:24:50","","Software Engineer",4,4,75000,0,0,0,"Male"
"3/21/2016 13:26:22","","Software Engineer",6,8,92000,0,0,0,"Male"
"3/21/2016 13:24:55","","Software Developer",3,3,66111,0,0,0,"Male"
"3/21/2016 13:24:57","Facebook","Software Engineer",4,6,225000,50000,45000,200000,"Male"
"3/21/2016 13:25:00","","Staff Software Engineer",0,0,170000,0,0,0,"Male"
"3/21/2016 13:25:19","","Data Scientist",0,0,70000,0,0,2500,"Male"
"3/21/2016 13:25:20","","Student",0,0,0,0,0,0,""
"3/21/2016 13:25:23","DuPont Pioneer","Software Developer",3,10,125000,10000,15000,0,"Male"
"3/21/2016 13:25:27","","u",3,7,7,4,0,0,""
"3/21/2016 13:25:31","","Software developer",1,1,24000,0,800,0,"Male"
"3/21/2016 13:25:31","Newspaper Company","CTO",1,8,100000,0,0,0,"Male"
"3/21/2016 13:25:43","BHHC","FP&A Analyst",3,3,46500,0,0,0,"Male"
"3/21/2016 13:25:45","Optum","Software Engineer",1,6,85000,3000,5000,1000,"Male"
"3/21/2016 13:25:46","MathWorks","Senior Software Engineer",4,10,115000,0,10000,0,"Male"
"3/21/2016 13:25:48","American Express","Intern",0,0,60000,5000,0,0,"Male"
"3/21/2016 13:25:57","","Data Scientist",0,3,110000,0,10000,10000,"Male"
"3/21/2016 13:26:10","","Senior DevOps",1,5,83000,0,6000,2000,"Male"
"3/21/2016 13:26:12","","Developer",5,15,105000,0,0,0,"Male"
"3/21/2016 13:26:13","Hewlett Packard Enterprise","Software Engineer",1,1,100000,10000,0,3000,"Male"
"3/21/2016 13:26:16","Salesforce","Senior Software Engineer",2,0,125000,0,18000,0,"Male"
"3/21/2016 13:26:18","","Online Marketing Analyst",0,0,80000,5000,0,0,"Male"
"3/21/2016 13:26:18","Autodesk","Software Engineer",0,5,130000,0,13000,5000,"Male"
"3/21/2016 13:26:22","DirecTV/AT&T","Application Engineer",4,5,79000,0,10000,0,"Male"
"3/21/2016 13:26:25","","Software Developer",4,4,14500,0,1500,0,"Male"
"3/21/2016 13:26:27","Facebook","Software Engineer",1,3,150000,50000,15000,100000,"Male"
"3/21/2016 13:26:29","Accretive Technology Group","Software Developer",1,1,75000,0,2000,0,"Male"
"3/21/2016 13:26:33","","Firmware Engineer",2,3,67000,0,0,0,"Male"
"3/21/2016 13:26:42","","Software Developer",4,5,45000,0,0,0,"Male"
"3/21/2016 13:26:42","","Full-stack Developer",1,5,75000,0,0,0,"Male"
"3/21/2016 13:26:49","","Game Designer",1,0,46000,0,0,0,"Male"
"3/21/2016 13:26:54","Sunpower","Financial Engineer",1,0,87000,0,8000,0,"Male"
"3/21/2016 13:26:56","","Product Development Business Analyst",1,5,75000,600,0,0,"Male"
"3/21/2016 13:26:57","","Software Engineer",0,3,130000,0,0,0,"Male"
"3/21/2016 13:27:00","MRI Software LLC","Software Engineer",1,3,48500,0,0,0,"Male"
"3/21/2016 13:27:03","Amazon.com","SDE",4,4,91000,20000,0,35000,"Female"
"3/21/2016 13:27:05","","Senior software developer",1,6,75000,1300,0,0,"Male"
"3/21/2016 13:27:12","Pricespy","Agent Developer",1,0,300000,0,0,0,"Male"
"3/21/2016 13:27:13","-","Senior Security Engineer",3,12,115000,0,46000,0,"Male"
"3/21/2016 13:27:14","","SE",0,0,80000,0,0,0,""
"3/21/2016 13:27:15","Microsoft","SDE II",3,3,145000,50000,28000,0,"Male"
"3/21/2016 13:27:31","Synapticon","Robotics/Embedded systems engineer",0,0,43000,0,0,0,"Male"
"3/21/2016 13:27:31","","Software Engineer",0,4,1500,0,3000,0,"Male"
"3/21/2016 13:27:34","","Web Developer",3,10,125000,0,15000,0,"Male"
"3/21/2016 13:27:34","","Ggggggggggggg",0,0,1111111112221,0,0,0,""
"3/21/2016 13:27:35","Dropbox","Software Engineer",25,5,140,30,0,0,"Male"
"3/21/2016 13:27:41","","Senior UX Engineer",1,6,110000,0,11000,0,"Male"
"3/21/2016 13:27:45","","Lead .NET Developer",8,17,55000,0,5000,0,"Male"
"3/21/2016 13:27:48","","Software Engineer",1,2,123000,25000,12000,0,"Male"
"3/21/2016 13:27:53","","Software Developer",4,4,62000,0,750,0,"Male"
"3/21/2016 13:27:54","Quattro Folia","Senior Software Engineer",1,9,6000,6000,0,0,"Male"
"3/21/2016 13:27:56","","Software Developer",1,3,35000,0,0,0,"Male"
"3/21/2016 13:27:58","Justice Systems, Inc","Software Engineer",1,2,51000,0,0,0,"Male"
"3/21/2016 13:28:02","","Sr. Software Developer",1,15,160000,10000,40000,0,"Male"
"3/21/2016 13:32:31","","0",0,0,0,0,0,0,"Male"
"3/21/2016 13:28:16","Google","Software Engineer II",2,2,131000,15000,20000,50000,"Male"
"3/21/2016 13:28:16","","Senior Software Engineer",7,20,60000,0,0,0,"Male"
"3/21/2016 13:28:18","","Senior Software Developer",5,8,166500,0,0,55000,"Male"
"3/21/2016 13:28:18","","Developer",2,3,35000,0,0,0,"Male"
"3/21/2016 13:28:18","Apple","Data Engineer/Software Engineer",25,6,145000,25,20,100,"Male"
"3/21/2016 13:28:34","Pariveda Solutions","Consultant 2",2,2,77000,5000,0,0,"Male"
"3/21/2016 13:28:35","","software engineer",4,4,90000,0,0,0,"Male"
"3/21/2016 13:28:36","","Solutions Architect",1,15,175000,10000,0,0,"Male"
"3/21/2016 13:28:42","A stealth startup","Lead",1,17,175000,0,10000,0,"Male"
"3/21/2016 13:28:43","Vmware","Member of Technical Staff",3,4,125000,40000,16000,0,"Male"
"3/21/2016 13:28:43","","Senior DBA (MSSQL)",15,12,115000,0,20000,0,"Male"
"3/21/2016 13:28:49","","Data Scientist",2,19,185000,0,0,10000,"Male"
"3/21/2016 13:28:52","","Software Developer",1,1,60000,0,0,0,"Male"
"3/21/2016 13:28:56","","SAP",15,15,95000,7000,0,600,"Male"
"3/21/2016 13:28:56","Myself","3D Graphics Engineer",15,5,15,0,0,0,"Male"
"3/21/2016 13:28:57","","Scrum Master",1,8,65000,0,25,0,"Male"
"3/21/2016 13:29:00","iQmetrix","Software Developer",1,0,55000,0,0,0,"Male"
"3/21/2016 13:29:05","","Javascript developer",1,15,40000,0,0,0,"Male"
"3/21/2016 13:29:08","","Interaction Designer",3,0,100000,0,0,0,"Male"
"3/21/2016 13:29:15","","Software Engineer",1,3,112000,15000,10000,0,"Male"
"3/21/2016 13:29:15","Delaware North","Data Visualization Engineer",0,3,80000,0,0,0,"Male"
"3/21/2016 13:29:15","Pindrop","Operations Engineer",1,4,85000,0,8500,0,"Male"
"3/21/2016 13:29:18","Twitter","Senior Software Engineer",1,8,170000,0,0,35000,"Male"
"3/21/2016 13:29:22","","systems manager",5,8,65000,0,0,0,"Male"
